division,line,borough,stop_name,complex_id,constituent_station_name,station_id,gtfs_stop_id,daytime_routes,entrance_type,entry_allowed,exit_allowed,entrance_latitude,entrance_longitude,entrance_georeference,stationlatitude,entity,daytimeroutes,vending,entrancegeoreference,northsouthstreet,entrancetype,entrancelongitude,staffing,stationname,stationgeoreference,corner,ts,exitonly,entrancelatitude,eastweststreet,uuid,stationlongitude
IND/BMT,63rd St,M,Lexington Av/63 St,223,Lexington Av/63 St,223,B08,F Q,Elevator,YES,YES,40.7642064,-73.9649728,"{""type"":""Point"",""coordinates"":[-73.9649728,40.7642064]}",,,F Q,,"[-73.9649728,40.7642064]",,Elevator,-73.9649728,,,,,1750898815237,,40.7642064,,7adeced9-2cfe-4f06-a9f0-1c4cd4076830,
IND/BMT,63rd St,M,Lexington Av/63 St,223,Lexington Av/63 St,223,B08,F Q,Easement - Street,YES,YES,40.7638652,-73.964516,"{""type"":""Point"",""coordinates"":[-73.964516,40.7638652]}",,,F Q,,"[-73.964516,40.7638652]",,Easement - Street,-73.964516,,,,,1750898815238,,40.7638652,,5ec75a8f-3df3-415d-83a1-c9fcfb7d9a29,
IND/BMT,63rd St,M,Lexington Av/63 St,223,Lexington Av/63 St,223,B08,F Q,Stair,YES,YES,40.7641673,-73.9645234,"{""type"":""Point"",""coordinates"":[-73.9645234,40.7641673]}",,,F Q,,"[-73.9645234,40.7641673]",,Stair,-73.9645234,,,,,1750898815239,,40.7641673,,b5c77908-56d7-416b-be16-a9ea8c097294,
IND,6th Av - Culver,M,57 St,224,57 St,224,B10,F,Stair,YES,YES,40.7634853,-73.9779774,"{""type"":""Point"",""coordinates"":[-73.9779774,40.7634853]}",,,F,,"[-73.9779774,40.7634853]",,Stair,-73.9779774,,,,,1750898815239,,40.7634853,,29b98c20-7b1c-4394-bf04-84da439b7d44,
IND,6th Av - Culver,M,57 St,224,57 St,224,B10,F,Stair,YES,YES,40.7633797,-73.9777271,"{""type"":""Point"",""coordinates"":[-73.9777271,40.7633797]}",,,F,,"[-73.9777271,40.7633797]",,Stair,-73.9777271,,,,,1750898815240,,40.7633797,,69e6bd30-3b70-41d4-9619-b14ae7fb31d1,
IND,6th Av - Culver,M,57 St,224,57 St,224,B10,F,Stair,YES,YES,40.7638466,-73.977723,"{""type"":""Point"",""coordinates"":[-73.977723,40.7638466]}",,,F,,"[-73.977723,40.7638466]",,Stair,-73.977723,,,,,1750898815240,,40.7638466,,ddfabf8b-3ab1-4579-abaf-6ffb90018418,
IND,6th Av - Culver,M,57 St,224,57 St,224,B10,F,Stair,YES,YES,40.764223,-73.977439,"{""type"":""Point"",""coordinates"":[-73.977439,40.764223]}",,,F,,"[-73.977439,40.764223]",,Stair,-73.977439,,,,,1750898815241,,40.764223,,4cdd4723-190f-47bb-bc61-37b0546690d5,
IND,6th Av - Culver,M,57 St,224,57 St,224,B10,F,Stair,YES,YES,40.763903,-73.977348,"{""type"":""Point"",""coordinates"":[-73.977348,40.763903]}",,,F,,"[-73.977348,40.763903]",,Stair,-73.977348,,,,,1750898815241,,40.763903,,737711d6-4b60-409a-8274-3ceb4c56ad8e,
IND,6th Av - Culver,M,57 St,224,57 St,224,B10,F,Stair,YES,YES,40.7640108,-73.9772741,"{""type"":""Point"",""coordinates"":[-73.9772741,40.7640108]}",,,F,,"[-73.9772741,40.7640108]",,Stair,-73.9772741,,,,,1750898815242,,40.7640108,,c58950b7-3a5a-46a2-944f-97890d262cab,
IND,6th Av - Culver,M,57 St,224,57 St,224,B10,F,Stair,YES,YES,40.7646549,-73.9771234,"{""type"":""Point"",""coordinates"":[-73.9771234,40.7646549]}",,,F,,"[-73.9771234,40.7646549]",,Stair,-73.9771234,,,,,1750898815242,,40.7646549,,ecc08d6b-25ba-45a7-92d4-9ed131132a32,
