station,borough,trainno,equipmentno,equipmenttype,serving,ADA,isactive,nonNYCT,shortdescription,linesservedbyelevator,elevatorsgtfsstopid,elevatormrn,stationcomplexid,nextadanorth,nextadasouth,redundant,busconnections,alternativeroute
175 St,,A,EL123,EL,177 St & Fort Washington Ave (NE corner) to mezzanine for service in both directions.,Y,Y,N,Street to mezzanine,A,A07,147,147,"143, A","148, A",0,"M4, M5, M98 (weekdays only), M100, Bx3, Bx7, Bx11, Bx13, Bx35, Bx36; GWB Bus Station","Proceed to 176 St and Broadway. Then take a downtown Bx7, M5 or M100 (176 St and Broadway) to 168 St station, where A service is available. Take an A train to 168 St, then use elevators to exit station and take an uptown M5 (167 St and Broadway), uptown M100, or Riverdale-bound Bx7 (167 St and St Nicholas Av) to 175 St and Broadway. Proceed one block west to Ft Washington Av."
181 St,,1,EL109,EL,mezzanine to bridge for service in both directions,N,Y,N,Mezzanine to overpass,1,111,301,301,,,1,"M3, Bx3, Bx11, Bx13, Bx35, Bx36",Use an adjacent elevator.
181 St,,1,EL108,EL,mezzanine to bridge for service in both directions,N,Y,N,Mezzanine to overpass,1,111,301,301,,,1,"M3, Bx3, Bx11, Bx13, Bx35, Bx36",Use an adjacent elevator.
181 St,,1,EL107,EL,mezzanine to bridge for service in both directions,N,Y,N,Mezzanine to overpass,1,111,301,301,,,1,"M3, Bx3, Bx11, Bx13, Bx35, Bx36",Use an adjacent elevator.
181 St,,A,EL518,EL,Mezzanine to platform for Downtown and Brooklyn-bound service.,Y,Y,N,Mezzanine to platform,A,A06,146,146,,,0,"Bx3, Bx7, Bx11, Bx13, Bx35, Bx36, M4, M98, M100; GWB Bus Station","If you’re on the platform: 
Take a Downtown and Brooklyn-bound A to 175 St. Then, transfer across the platform to an Inwood-207 St-bound A. 
If you’re on the mezzanine:
Use EL517 to take an Inwood-207 St-bound A to Inwood-207 St. Then, stay on the train or transfer across the platform for the next Downtown and Brooklyn-bound A to 181st St. "
181 St,,A,EL517,EL,Mezzanine to platform for Inwood-207 St-bound service.,Y,Y,N,Mezzanine to platform,A,A06,146,146,,,0,"Bx3, Bx7, Bx11, Bx13, Bx35, Bx36, M4, M98, M100; GWB Bus Station","If you’re on the platform: 
Take an Inwood-207 St-bound A to Inwood-207 St. Then, stay on the train or transfer across the platform for the next Downtown and Brooklyn-bound A to 181st St. 
If you’re on the mezzanine: 
Use EL518 to take a Downtown and Brooklyn-bound A to 175 St. Then, transfer across the platform to an Inwood-207 St-bound A."
181 St,,A,ES118,ES,lower mezzanine to upper mezzanine for 181 St & Fort Washington Ave exit,N,Y,N,Lower mezzanine to upper mezzanine,A,A06,146,146,,,0,"Bx3, Bx7, Bx11, Bx13, Bx35, Bx36, M4, M98, M100; GWB Bus Station",
181 St,,A,ES119,ES,lower mezzanine to upper mezzanine for 181 St & Fort Washington Ave exit,N,Y,N,Lower mezzanine to upper mezzanine,A,A06,146,146,,,0,"Bx3, Bx7, Bx11, Bx13, Bx35, Bx36, M4, M98, M100; GWB Bus Station",
181 St,,A,ES117,ES,upper mezzanine (181 St & Fort Washington Ave) to lower mezzanine,N,Y,N,Upper mezzanine to lower mezzanine,A,A06,146,146,,,0,"Bx3, Bx7, Bx11, Bx13, Bx35, Bx36, M4, M98, M100; GWB Bus Station",
181 St,,1,EL110,EL,mezzanine to bridge for service in both directions,N,Y,N,Mezzanine to overpass,1,111,301,301,,,1,"M3, Bx3, Bx11, Bx13, Bx35, Bx36",Use an adjacent elevator.
181 St,,A,EL119,EL,Upper mezzanine (184 St & Ft Washington Av) to lower mezzanine for service in both directions.,Y,Y,N,Upper to lower mezzanine,A,A06,146,146,,,1,"Bx3, Bx7, Bx11, Bx13, Bx35, Bx36, M4, M98, M100; GWB Bus Station",Use an adjacent elevator.
181 St,,A,EL118,EL,Upper mezzanine (184 St & Ft Washington Av) to lower mezzanine for service in both directions.,Y,Y,N,Upper to lower mezzanine,A,A06,146,146,,,1,"Bx3, Bx7, Bx11, Bx13, Bx35, Bx36, M4, M98, M100; GWB Bus Station",Use an adjacent elevator.
181 St,,A,EL117,EL,Upper mezzanine (184 St & Ft Washington Av) to lower mezzanine for service in both directions.,Y,Y,N,Upper to lower mezzanine,A,A06,146,146,,,1,"Bx3, Bx7, Bx11, Bx13, Bx35, Bx36, M4, M98, M100; GWB Bus Station",Use an adjacent elevator.
190 St,,A,EL120,EL,upper mezzanine (Fort Washington Av) to lower mezzanine for service in both directions and access to passageway to Bennett Ave & 190 St,N,Y,N,Upper to lower mezzanine,A,A05,145,145,,,1,"M4, M98",Use an adjacent elevator.
190 St,,A,EL116,EL,upper mezzanine (Fort Washington Av) to lower mezzanine for service in both directions and access to passageway to Bennett Ave & 190 St,N,Y,N,Upper to lower mezzanine,A,A05,145,145,,,1,"M4, M98",Use an adjacent elevator.
190 St,,A,EL115,EL,upper mezzanine (Fort Washington Av) to lower mezzanine for service in both directions and access to passageway to Bennett Ave & 190 St,N,Y,N,Upper to lower mezzanine,A,A05,145,145,,,1,"M4, M98",Use an adjacent elevator.
191 St,,1,EL105,EL,191 St & St Nicholas Ave (SW corner) to mezzanine for service in both directions and access to passageway to Broadway & 191 St,N,Y,N,Street to mezzanine,1,110,300,300,,,1,"M3, M101",Use an adjacent elevator.
191 St,,1,EL104,EL,191 St & St Nicholas Ave (SW corner) to mezzanine for service in both directions and access to passageway to Broadway & 191 St,N,Y,N,Street to mezzanine,1,110,300,300,,,1,"M3, M101",Use an adjacent elevator.
191 St,,1,EL103,EL,191 St & St Nicholas Ave (SW corner) to mezzanine for service in both directions and access to passageway to Broadway & 191 St,N,Y,N,Street to mezzanine,1,110,300,300,,,1,"M3, M101",Use an adjacent elevator.
191 St,,1,EL106,EL,191 St & St Nicholas Ave (SW corner) to mezzanine for service in both directions and access to passageway to Broadway & 191 St,N,Y,N,Street to mezzanine,1,110,300,300,,,1,"M3, M101",Use an adjacent elevator.
21 St-Queensbridge,,F,EL407,EL,mezzanine to Jamaica-bound platform,Y,Y,N,Mezzanine to Jamaica-bound platform,F,B04,221,221,"267, F","222, F",0,"Q66, Q69, Q100, Q102, Q103",If you are on the mezzanine: Use elevator to take a Manhattan-bound F to Roosevelt Island.  Then use elevators to take a Jamaica-bound F. If you are on the platform: Take a Jamaica-bound F to Jackson Hts-Roosevelt Av.  Then use elevators to transfer to a Manhattan-bound F to 21 St-Queensbridge.
21 St-Queensbridge,,F,EL406,EL,mezzanine to Manhattan-bound platform,Y,Y,N,Mezzanine to Manhattan-bound platform,F,B04,221,221,"267, F","222, F",0,"Q66, Q69, Q100, Q102, Q103",If you are on the mezzanine: Use elevator to take a Jamaica-bound F to the Jackson Hts-Roosevelt Av.  Then use elevators to transfer to a Manhattan-bound F.   If you are on the platform: Take a Manhattan-bound F to Roosevelt Island.   Use elevators to take a Jamaica-bound F to 21 St-Queensbridge F Station.
21 St-Queensbridge,,F,EL405,EL,21 St & 41 Ave (NE corner) to mezzanine for service in both directions,Y,Y,N,Street to mezzanine,F,B04,221,221,"267, F","222, F",0,"Q66, Q69, Q100, Q102, Q103",If you are on the street: Take an Astoria-bound Q102 (41st Av and 21st St) to Queens Plaza South and 27 St.  Then transfer to a Jackson Heights-bound Q32 (Queens Plaza South and 28 St) to the Jackson Hts-Roosevelt Av E/F/M/R/7 Station. If you are on the mezzanine: Use elevator to take a Jamaica-bound F to the Jackson Hts.  Use elevators to exit station and take a Midtown-bound Q32 (Roosevelt Av and 74 St) to Queens Plaza North and 27 St.  Then transfer to a Roosevelt Island-bound Q102 at the same stop and travel to 21st St and 41st Av.
21 St-Queensbridge,,F,ES422,ES,mezzanine to 21 St & 41 Ave (NE corner),N,Y,N,Mezzanine to street,F,B04,221,221,,,0,"Q66, Q69, Q100, Q102, Q103",
21 St-Queensbridge,,F,ES423,ES,mezzanine to Manhattan-bound platform,N,N,N,Mezzanine to Manhattan-bound platform,F,B04,221,221,,,0,"Q66, Q69, Q100, Q102, Q103",
21 St-Queensbridge,,F,ES421,ES,21 St & 41 Ave (NE corner) to mezzanine,N,Y,N,Street to mezzanine,F,B04,221,221,,,0,"Q66, Q69, Q100, Q102, Q103",
21 St-Queensbridge,,F,ES426,ES,Jamaica 179 St-bound platform to mezzanine,N,Y,N,Queens-bound platform to mezzanine,F,B04,221,221,,,0,"Q66, Q69, Q100, Q102, Q103",
21 St-Queensbridge,,F,ES424,ES,Manhattan-bound platform to mezzanine,N,N,N,Manhattan-bound platform to mezzanine,F,B04,221,221,,,0,"Q66, Q69, Q100, Q102, Q103",
21 St-Queensbridge,,F,ES425,ES,mezzanine to Jamaica 179 St-bound platform,N,Y,N,Mezzanine to Queens-bound platform,F,B04,221,221,,,0,"Q66, Q69, Q100, Q102, Q103",
23 St,,6,EL299,EL,Park Ave & 23 St (NW corner) to downtown platform,Y,Y,N,Street to downtown platform,6,634,405,405,"402, 6","230, 6",0,"M1, M2, M3 (all northbound), M23 SBS, BM1, BM2, BM3, BM4, BxM6, BxM7, BxM8, BxM9, BxM10, BxM11 (southbound only), QM21, SIM3, SIM10, SIM31, X37, X38","If you are on the street: Cross the street and use elevator to take uptown 6 to Grand Central-42 St. Transfer to downtown 6. Or, take a downtown M1 or M55 (5 Av & 23 St) to Houston St.  Proceed 1 block east to Broadway-Lafayette Bleecker Station. (Elevator on north side of Houston St.) Or, take an uptown M1, M2 or M3 (Park Av South & E 23 St) to Madison Av & E 28 St.  Proceed east one block to Park Av and use elevator to take southbound 6. If you are at the platform: Take downtown 6 to Bleecker St. Then either: Use elevators to transfer to and uptown 6  to 23 St. Or, take an uptown M1 (Lafayette St between E. Houston St & Bleecker St) to E 23 St."
23 St,,6,EL298,EL,Park Ave & 23 St (NE corner) to uptown platform,Y,Y,N,Street to uptown platform,6,634,405,405,"402, 6","230, 6",0,"M1, M2, M3 (all northbound), M23 SBS, BM1, BM2, BM3, BM4, BxM6, BxM7, BxM8, BxM9, BxM10, BxM11 (southbound only), QM21, SIM3, SIM10, SIM31, X37, X38","If you are on the street: Cross the street and use elevator to take a downtown 6 to Bleecker St. Use elevators to transfer to an uptown 6 .  Or, take an uptown M1, M2LTD, or M3 (Park Av South & 23 St) to Madison Av & E 42 St. Proceed 1 block east to Grand Central. If you are at the platform: Take uptown 6 to Grand Central-42 St. Then either: Use elevators to transfer to a downtown 6  to 23 St. Or, use elevators to exit station and take to downtown M101LTD, M102, or M103 (Lexington Av & 42 St) to 23 St and Park Av S."
231 St,,1,EL185,EL,231 St & Broadway (SE corner) to Van Cortlandt Park-bound platform,Y,Y,N,Street to Bronx-bound platform,1,104,295,295,,"299, 1",0,"Bx1, Bx7 (northbound), Bx9, Bx10, Bx20 (northbound)","If you are on the street: 
Take a Riverdale-bound Bx9 bus (Broadway and 231 St) to 238 St or 242 St.
If you are on the platform: 
Contact a station agent to re-enter through the faregate and take an uptown 1 to 242 
St. Then remain on the train or wait at the platform for a downtown 1."
231 St,,1,EL184,EL,231 St & Broadway (SW corner) to Manhattan-bound platform,Y,Y,N,Street to Manhattan-bound platform,1,104,295,295,,"299, 1",0,"Bx1, Bx7 (northbound), Bx9, Bx10, Bx20 (northbound)","If you are on the street: 
Take an uptown 1 to 242 St and transfer via the platform to a downtown 1. 
Or, take a Washington Heights-bound Bx7 or Inwood-bound Bx20 bus (W 231 St and 
Corlear Av) to Broadway and 220 St. Then cross Broadway and take an West Harlembound M100 bus to Dyckman St and Nagle Av for downtown 1 service at Dyckman St 
station.
If you are on the platform:
See a station agent to re-enter through the faregate.
Then either: 
Take a downtown 1 to 96 St and use elevators to transfer to an uptown 1 to 231 St. 
Or, 
Take a Manhattan-bound 1 to Dyckman St and use the elevator to exit the station. Then 
take an Inwood-bound M100 bus (Dyckman St and Nagle Av) to W 219 St and Broadway 
and transfer to a Riverdale-bound Bx7or Bx20 bus to W 231 St and Broadway."
233 St,,2/5,EL194,EL,mezzanine to Manhattan-bound platform,Y,Y,N,Mezzanine to Manhattan-bound platform,2/5,205,418,418,,"421, 2, 5",0,"Bx1, Bx7, Bx9, Bx10, Bx20","If you are on the mezzanine: 
Use the elevator at the other end of the mezzanine to take an uptown 2 to 241 St. 
Remain on the train or wait at the platform for the next downtown 2. 
Or, exit the station through the faregate and take a Clasons Pt-bound Bx39 bus (233 St 
and White Plans Rd) to Gun Hill Rd 2/5 Station. 
If you are on the platform:
Take a downtown 2 or 5 to Gun Hill Rd, 
then either: 
Use elevators to transfer to an uptown 2 or 5 to 233 St. 
Or, 
use the elevator to exit the station and take a Wakefield-bound Bx39 bus (E Gun Hill Rd 
and White Plains Rd) to 233 St and White Plains Rd."
233 St,,2/5,EL193,EL,mezzanine to Wakefield 241 St-bound platform,Y,Y,N,Mezzanine to Bronx-bound platform,2/5,205,418,418,,"421, 2, 5",0,"Bx1, Bx7, Bx9, Bx10, Bx20","If you are on the mezzanine: 
Use the elevator at the other end of the mezzanine to take a downtown 2 or 5 to Gun 
Hill Rd. Use elevators to transfer to an uptown 2 or 5. 
Or, exit the station and take a Wakefield-bound Bx39 bus (E Gun Hill Rd and White 
Plains Rd) to 233 St and White Plains Rd. 
If you are on the platform:
Take an uptown 2 to 241 St. Remain on the train or wait at the platform for the next 
downtown 2 to 233 St."
233 St,,2/5,EL192,EL,233 St & White Plans Rd (NW corner) to mezzanine for service in both directions,Y,Y,N,Street to mezzanine,2/5,205,418,418,,"421, 2, 5",0,"Bx1, Bx7, Bx9, Bx10, Bx20","If you are on the street: 
Take a Clasons Pt-bound Bx39 bus (233 St and White Plans Rd) to Gun Hill Rd 25 Station. 
If you are on the mezzanine:
See a station agent to re-enter through the faregate and use the elevator to take a 
downtown 2 or 5 to Gun Hill Rd. Then use the elevator to exit the station and take a 
Wakefield-bound Bx39 bus (E Gun Hill Rd and White Plains Rd) to 233 St and White 
Plains Rd."
28 St,,6,EL279X,EL,28 St & Park Ave (SW corner) to downtown platform,Y,Y,Y,Street to downtown platform,6,633,404,404,"402, 6","405, 6",0,"One block west to Madison Ave for uptown M1, M2, M3, BM1, BM2, BM3, BM4, X63, X64, X68, BxM3, BxM4, BxM11, BxM18, and QM21. One block east to Lexington Ave for downtown M101, M102, M103, SIM6, SIM11","If you are on the street: Take a M101, M102 or M103 (Lexington Av between 28th and 27th St) to 23 St.  Proceed to 23 St and Park Av for 23 St 6 Station. If you are on the platform: Take a southbound 6 to 23rd St.  Use elevator to exit station and then an uptown M1, M2 or M3 (Park Av South between 23 St and 24 St) to 28th St."
3 Av-149 St,,2/5,EL130,EL,Melrose Ave & 149 St (NW corner) to Manhattan-bound platform,Y,Y,N,Street to Manhattan-bound platform,2/5,221,434,434,"430, 2, 5","392, 5 / 438, 2",0,"Bx2, Bx4, Bx4A, Bx15, Bx19, Bx21, Bx41, Bx41 SBS","If you are on the street: For downtown 5 service, take a West Harlem-bound M125 bus
(Bergen Av and E 149 St) to Lexington Av and 125 St.
For downtown 2 service, take a Riverbank Pk-bound Bx19 bus (E 149 St and Melrose Av) to 145 St and Malcolm X Blvd. Transfer to a 14 St-bound M7 bus to 135 St. Take a Manhattan-bound 5 to 125 St. Use elevators to exit the station and take a Hub-bound M125 bus (125 St and Lexington Av) to 3 Av and 149 St."
3 Av-149 St,,2/5,EL129,EL,3rd Ave & 149 St (SW corner) to Bronx-bound platform,Y,Y,N,Street to Bronx-bound platform,2/5,221,434,434,"430, 2, 5","392, 5 / 438, 2",0,"Bx2, Bx4, Bx4A, Bx15, Bx19, Bx21, Bx41, Bx41 SBS","If you are on the street: Take a Westchester Square-bound Bx4 (Bergen Av and 149 St)
to Simpson St 25. If you are on the platform: Take a 241 St-bound 2, or Dyre Av-bound 5 to Simpson St. Then use the elevator to exit the station and take a Hub-bound Bx4 bus (Westchester Av and Simpson St) to 149 St and Bergen Av."
34 St-Herald Sq,,B/D/F/M/N/Q/R/W,EL200X,EL,6th Ave & 32 St (NW corner) to mezzanine for PATH service and access to subway service via stairs or non-ADA ramp,N,Y,Y,Street to PATH & subways,B/D/F/M/N/Q/R/W,D17/R17,012/227,607,"225, B, D, F, M / 317, N, Q, R, W","15, N, Q, R, W / 167, B, D, F / 229, M",1,"M4, M5, M7, M34 SBS, M34A SBS, M55, Q32, QM1, QM2, QM3, QM4, QM5, QM6, QM10, QM12, QM15, QM16, QM17, QM18, QM20, QM24, BxM2; PATH",Use another elevator on this level.
34 St-Herald Sq,,B/D/F/M/N/Q/R/W,EL213,EL,6th Ave & 34 St entrance (SW corner) to mezzanine for service in both directions on all lines,Y,Y,N,Street to mezzanine,B/D/F/M/N/Q/R/W,D17/R17,012/227,607,"225, B, D, F, M / 317, N, Q, R, W","15, N, Q, R, W / 167, B, D, F / 229, M",0,"M4, M5, M7, M34 SBS, M34A SBS, M55, Q32, QM1, QM2, QM3, QM4, QM5, QM6, QM10, QM12, QM15, QM16, QM17, QM18, QM20, QM24, BxM2; PATH","If you are on the street: For uptown or downtown B/D/F/M, take a northbound M5 or M7 bus to 50 St. Proceed to 47-50 Sts-Rockefeller Ctr. For uptown or downtown N/Q/R/W, take eastbound M34 SBS to 34 St and Lexington Av. Transfer to a southbound M101, M102 or M103 bus to 14 St. Proceed to 14 St-Union Sq. If you are on the mezzanine: Proceed down the hall to the PATH concourse and take the elevator to street. Or, take a downtown N, Q, R or W to 14 St-Union Sq. Exit station and take a westbound M14 or M14D bus (14 St and Irving Pl) to 14 St and 6 Av. Transfer to a northbound M7 or M55 bus to 34 St and 6 Av. Or, take an uptown N, Q, R or W to Times Sq-42 St. Exit station and take a southbound M7 or M20 bus (7 Av and 41 St) to 34 St. Proceed one block east to 34 St-Herald Sq."
